group,category,code,long description,short description
HCPCS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A4364,"Adhesive, liquid or equal, any type, per oz","Adhesive, liquid or equal"
HCPCS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A4366,"Ostomy vent, any type, each",Ostomy vent
HCPCS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A4367,"Ostomy belt, each",Ostomy belt
HCPCS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A4368,"Ostomy filter, any type, each",Ostomy filter
HCPCS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A4369,"Ostomy skin barrier, liquid (spray, brush, etc.), per oz",Skin barrier liquid per oz
HCPCS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A4371,"Ostomy skin barrier, powder, per oz",Skin barrier powder per oz
HCPCS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A4372,"Ostomy skin barrier, solid 4 x 4 or equivalent, standard wear, with built-in convexity, each",Skin barrier solid 4x4 equiv
HCPCS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A4373,"Ostomy skin barrier, with flange (solid, flexible or accordion), with built-in convexity, any size, each",Skin barrier with flange
HCPCS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A4375,"Ostomy pouch, drainable, with faceplate attached, plastic, each",Drainable plastic pch w fcpl
HCPCS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A4376,"Ostomy pouch, drainable, with faceplate attached, rubber, each",Drainable rubber pch w fcplt
HCPCS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A4377,"Ostomy pouch, drainable, for use on faceplate, plastic, each",Drainable plstic pch w/o fp
HCPCS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A4378,"Ostomy pouch, drainable, for use on faceplate, rubber, each",Drainable rubber pch w/o fp
HCPCS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A4379,"Ostomy pouch, urinary, with faceplate attached, plastic, each",Urinary plastic pouch w fcpl
HCPCS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A4380,"Ostomy pouch, urinary, with faceplate attached, rubber, each",Urinary rubber pouch w fcplt
HCPCS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A4381,"Ostomy pouch, urinary, for use on faceplate, plastic, each",Urinary plastic pouch w/o fp
HCPCS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A4382,"Ostomy pouch, urinary, for use on faceplate, heavy plastic, each",Urinary hvy plstc pch w/o fp
HCPCS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A4383,"Ostomy pouch, urinary, for use on faceplate, rubber, each",Urinary rubber pouch w/o fp
HCPCS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A4384,"Ostomy faceplate equivalent, silicone ring, each",Ostomy faceplt/silicone ring
HCPCS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A4385,"Ostomy skin barrier, solid 4 x 4 or equivalent, extended wear, without built-in convexity, each",Ost skn barrier sld ext wear
HCPCS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A4387,"Ostomy pouch, closed, with barrier attached, with built-in convexity (1 piece), each",Ost clsd pouch w att st barr
HCPCS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A4388,"Ostomy pouch, drainable, with extended wear barrier attached, (1 piece), each",Drainable pch w ex wear barr
HCPCS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A4389,"Ostomy pouch, drainable, with barrier attached, with built-in convexity (1 piece), each",Drainable pch w st wear barr
HCPCS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A4390,"Ostomy pouch, drainable, with extended wear barrier attached, with built-in convexity (1 piece), each",Drainable pch ex wear convex
HCPCS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A4391,"Ostomy pouch, urinary, with extended wear barrier attached (1 piece), each",Urinary pouch w ex wear barr
HCPCS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A4392,"Ostomy pouch, urinary, with standard wear barrier attached, with built-in convexity (1 piece), each",Urinary pouch w st wear barr
HCPCS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A4393,"Ostomy pouch, urinary, with extended wear barrier attached, with built-in convexity (1 piece), each",Urine pch w ex wear bar conv
HCPCS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A4394,"Ostomy deodorant, with or without lubricant, for use in ostomy pouch, per fluid ounce",Ostomy pouch liq deodorant
HCPCS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A4395,"Ostomy deodorant for use in ostomy pouch, solid, per tablet",Ostomy pouch solid deodorant
HCPCS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A4396,Ostomy belt with peristomal hernia support,Peristomal hernia supprt blt
HCPCS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A4397,"Irrigation supply; sleeve, each","HCPCS A4397 terminated on December 31, 2021."
HCPCS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A4398,"Ostomy irrigation supply; bag, each",Ostomy irrigation bag
HCPCS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A4399,"Ostomy irrigation supply; cone/catheter, with or without brush",Ostomy irrig cone/cath w brs
HCPCS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A4400,Ostomy irrigation set,Ostomy irrigation set
HCPCS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A4402,"Lubricant, per ounce",Lubricant per ounce
HCPCS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A4404,"Ostomy ring, each",Ostomy ring each
HCPCS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A4405,"Ostomy skin barrier, non-pectin based, paste, per ounce",Nonpectin based ostomy paste
HCPCS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A4406,"Ostomy skin barrier, pectin-based, paste, per ounce",Pectin based ostomy paste
HCPCS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A4407,"Ostomy skin barrier, with flange (solid, flexible, or accordion), extended wear, with built-in convexity, 4 x 4 inches or smaller, each","Ext wear ost skn barr <=4sq"""
HCPCS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A4408,"Ostomy skin barrier, with flange (solid, flexible or accordion), extended wear, with built-in convexity, larger than 4 x 4 inches, each","Ext wear ost skn barr >4sq"""
HCPCS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A4409,"Ostomy skin barrier, with flange (solid, flexible or accordion), extended wear, without built-in convexity, 4 x 4 inches or smaller, each",Ost skn barr convex <=4 sq i
HCPCS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A4410,"Ostomy skin barrier, with flange (solid, flexible or accordion), extended wear, without built-in convexity, larger than 4 x 4 inches, each",Ost skn barr extnd >4 sq
HCPCS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A4411,"Ostomy skin barrier, solid 4 x 4 or equivalent, extended wear, with built-in convexity, each",Ost skn barr extnd =4sq
HCPCS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A4412,"Ostomy pouch, drainable, high output, for use on a barrier with flange (2 piece system), without filter, each",Ost pouch drain high output
HCPCS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A4413,"Ostomy pouch, drainable, high output, for use on a barrier with flange (2 piece system), with filter, each",2 pc drainable ost pouch
HCPCS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A4414,"Ostomy skin barrier, with flange (solid, flexible or accordion), without built-in convexity, 4 x 4 inches or smaller, each",Ost sknbar w/o conv<=4 sq in
HCPCS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A4415,"Ostomy skin barrier, with flange (solid, flexible or accordion), without built-in convexity, larger than 4 x 4 inches, each",Ost skn barr w/o conv >4 sqi
HCPCS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A4416,"Ostomy pouch, closed, with barrier attached, with filter (1 piece), each",Ost pch clsd w barrier/filtr
HCPCS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A4417,"Ostomy pouch, closed, with barrier attached, with built-in convexity, with filter (1 piece), each",Ost pch w bar/bltinconv/fltr
HCPCS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A4418,"Ostomy pouch, closed; without barrier attached, with filter (1 piece), each",Ost pch clsd w/o bar w filtr
HCPCS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A4419,"Ostomy pouch, closed; for use on barrier with non-locking flange, with filter (2 piece), each",Ost pch for bar w flange/flt
HCPCS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A4420,"Ostomy pouch, closed; for use on barrier with locking flange (2 piece), each",Ost pch clsd for bar w lk fl
HCPCS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A4421,Ostomy supply; miscellaneous,Ostomy supply misc
HCPCS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A4422,"Ostomy absorbent material (sheet/pad/crystal packet) for use in ostomy pouch to thicken liquid stomal output, each",Ost pouch absorbent material
HCPCS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A4423,"Ostomy pouch, closed; for use on barrier with locking flange, with filter (2 piece), each",Ost pch for bar w lk fl/fltr
HCPCS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A4424,"Ostomy pouch, drainable, with barrier attached, with filter (1 piece), each",Ost pch drain w bar & filter
HCPCS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A4425,"Ostomy pouch, drainable; for use on barrier with non-locking flange, with filter (2 piece system), each",Ost pch drain for barrier fl
HCPCS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A4426,"Ostomy pouch, drainable; for use on barrier with locking flange (2 piece system), each",Ost pch drain 2 piece system
HCPCS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A4427,"Ostomy pouch, drainable; for use on barrier with locking flange, with filter (2 piece system), each",Ost pch drain/barr lk flng/f
HCPCS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A4428,"Ostomy pouch, urinary, with extended wear barrier attached, with faucet-type tap with valve (1 piece), each",Urine ost pouch w faucet/tap
HCPCS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A4429,"Ostomy pouch, urinary, with barrier attached, with built-in convexity, with faucet-type tap with valve (1 piece), each",Urine ost pouch w bltinconv
HCPCS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A4430,"Ostomy pouch, urinary, with extended wear barrier attached, with built-in convexity, with faucet-type tap with valve (1 piece), each",Ost urine pch w b/bltin conv
HCPCS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A4431,"Ostomy pouch, urinary; with barrier attached, with faucet-type tap with valve (1 piece), each",Ost pch urine w barrier/tapv
HCPCS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A4432,"Ostomy pouch, urinary; for use on barrier with non-locking flange, with faucet-type tap with valve (2 piece), each",Os pch urine w bar/fange/tap
